latitude,longitude,elevation,time
41.383106,2.119379,59.411,2026-06-01 13:29:29.336000+00:00
41.383063,2.119397,60.231,2026-06-01 13:29:34.336000+00:00
41.383018,2.119415,60.628,2026-06-01 13:29:38.337000+00:00
41.38297,2.119433,60.911,2026-06-01 13:29:42.336000+00:00
41.382927,2.11945,61.016,2026-06-01 13:29:46.336000+00:00
41.382882,2.119467,61.176,2026-06-01 13:29:50.336000+00:00
41.382834,2.119485,61.113,2026-06-01 13:29:54.336000+00:00
41.382794,2.119528,61.009,2026-06-01 13:29:59.336000+00:00
41.382806,2.1196,61.133,2026-06-01 13:30:03.335000+00:00
41.382821,2.11966,61.227,2026-06-01 13:30:07.337000+00:00
41.382851,2.119715,61.538,2026-06-01 13:30:11.337000+00:00
41.382806,2.119727,61.223,2026-06-01 13:30:34.337000+00:00
41.382754,2.119739,60.727,2026-06-01 13:30:38.337000+00:00
41.382699,2.119757,60.084,2026-06-01 13:30:43.336000+00:00
41.382651,2.11978,59.324,2026-06-01 13:30:48.336000+00:00
41.382606,2.119803,58.641,2026-06-01 13:30:53.336000+00:00
41.382641,2.119846,58.924,2026-06-01 13:30:58.336000+00:00
41.382693,2.120003,59.248,2026-06-01 13:30:59.349000+00:00
41.38265,2.120025,58.161,2026-06-01 13:31:04.336000+00:00
41.3826,2.120017,57.117,2026-06-01 13:31:06.336000+00:00
41.38255,2.119994,56.109,2026-06-01 13:31:10.336000+00:00
41.382512,2.119937,55.976,2026-06-01 13:31:15.335000+00:00
41.382474,2.119894,55.99,2026-06-01 13:31:19.337000+00:00
41.382424,2.119864,55.511,2026-06-01 13:31:24.337000+00:00
41.382372,2.119889,54.736,2026-06-01 13:31:30.336000+00:00
41.382325,2.119911,54.17,2026-06-01 13:31:35.338000+00:00
41.382282,2.119938,53.697,2026-06-01 13:31:40.337000+00:00
41.382229,2.11995,53.177,2026-06-01 13:31:44.338000+00:00
41.382182,2.119955,53.054,2026-06-01 13:31:49.336000+00:00
41.382122,2.119972,53.097,2026-06-01 13:31:53.336000+00:00
41.382072,2.119989,53.043,2026-06-01 13:31:57.336000+00:00
41.382024,2.120011,53.064,2026-06-01 13:32:02.336000+00:00
41.382044,2.120088,53.01,2026-06-01 13:32:15.336000+00:00
41.382064,2.120161,53.009,2026-06-01 13:32:19.336000+00:00
41.382082,2.120221,53.036,2026-06-01 13:32:21.335000+00:00
41.382102,2.120281,53.05,2026-06-01 13:32:25.336000+00:00
41.382129,2.120343,52.921,2026-06-01 13:32:30.336000+00:00
41.382149,2.120398,52.996,2026-06-01 13:32:34.336000+00:00
41.382201,2.120433,53.05,2026-06-01 13:32:39.336000+00:00
41.382244,2.120465,53.187,2026-06-01 13:32:46.336000+00:00
41.382289,2.120472,53.487,2026-06-01 13:32:49.336000+00:00
41.382334,2.120454,53.774,2026-06-01 13:32:54.336000+00:00
41.382361,2.120404,53.727,2026-06-01 13:32:59.344000+00:00
41.382386,2.120337,53.732,2026-06-01 13:33:04.336000+00:00
41.382414,2.12028,53.792,2026-06-01 13:33:08.336000+00:00
41.382442,2.12022,54.011,2026-06-01 13:33:13.336000+00:00
41.382462,2.120163,54.209,2026-06-01 13:33:17.336000+00:00
41.382485,2.1201,54.695,2026-06-01 13:33:21.335000+00:00
41.382502,2.120033,54.989,2026-06-01 13:33:26.337000+00:00
41.38254,2.119978,56.12,2026-06-01 13:33:30.336000+00:00
41.382582,2.119935,57.365,2026-06-01 13:33:35.337000+00:00
41.382637,2.119922,58.429,2026-06-01 13:33:39.335000+00:00
41.382685,2.119904,59.366,2026-06-01 13:33:43.337000+00:00
41.382737,2.119879,60.366,2026-06-01 13:33:47.337000+00:00
41.382782,2.119847,61.063,2026-06-01 13:33:53.336000+00:00
41.382812,2.119789,61.246,2026-06-01 13:33:57.337000+00:00
41.38282,2.119719,61.343,2026-06-01 13:34:02.336000+00:00
41.38282,2.119652,61.264,2026-06-01 13:34:07.336000+00:00
41.382808,2.119582,61.11,2026-06-01 13:34:12.336000+00:00
41.3828,2.119519,61.009,2026-06-01 13:34:18.336000+00:00
41.3828,2.119442,61.066,2026-06-01 13:34:22.335000+00:00
41.382798,2.119375,60.77,2026-06-01 13:34:25.337000+00:00
41.382773,2.119302,60.451,2026-06-01 13:34:30.336000+00:00
41.382741,2.11923,59.666,2026-06-01 13:34:33.336000+00:00
41.382729,2.11917,59.11,2026-06-01 13:34:38.336000+00:00
41.382691,2.119115,57.637,2026-06-01 13:34:43.336000+00:00
41.382663,2.11906,56.357,2026-06-01 13:34:48.337000+00:00
41.382643,2.118998,55.154,2026-06-01 13:34:54.337000+00:00
41.382621,2.118936,54.127,2026-06-01 13:35:00.337000+00:00
41.382603,2.118871,53.319,2026-06-01 13:35:03.336000+00:00
41.382576,2.118799,52.909,2026-06-01 13:35:06.336000+00:00
41.382559,2.118722,52.719,2026-06-01 13:35:10.337000+00:00
41.382544,2.118665,52.609,2026-06-01 13:35:14.337000+00:00
41.382529,2.118592,52.873,2026-06-01 13:35:17.338000+00:00
41.382521,2.118532,53.477,2026-06-01 13:35:21.336000+00:00
41.382508,2.118465,54.018,2026-06-01 13:35:24.338000+00:00
41.382463,2.118445,54.433,2026-06-01 13:35:28.336000+00:00
41.382428,2.118387,55.147,2026-06-01 13:35:32.337000+00:00
41.38239,2.118349,55.794,2026-06-01 13:35:38.337000+00:00
41.382372,2.118274,56.434,2026-06-01 13:35:42.336000+00:00
41.382344,2.118222,56.851,2026-06-01 13:35:47.337000+00:00
41.382327,2.11816,57.254,2026-06-01 13:35:51.336000+00:00
41.38231,2.1181,57.477,2026-06-01 13:35:55.336000+00:00
41.382287,2.118042,57.561,2026-06-01 13:35:58.336000+00:00
41.38228,2.11798,57.527,2026-06-01 13:36:02.336000+00:00
41.382212,2.117835,57.009,2026-06-01 13:36:19.336000+00:00
41.382299,2.117948,57.789,2026-06-01 13:36:36.336000+00:00
41.382294,2.118028,57.583,2026-06-01 13:37:11.136000+00:00
41.382274,2.117973,57.444,2026-06-01 13:37:36.335000+00:00
41.382314,2.117941,57.849,2026-06-01 13:39:41.337000+00:00
41.382272,2.117898,57.573,2026-06-01 13:40:10.336000+00:00
41.382252,2.117835,57.38,2026-06-01 13:40:14.337000+00:00
41.382235,2.117767,57.12,2026-06-01 13:40:18.337000+00:00
41.382222,2.117692,57.057,2026-06-01 13:40:22.336000+00:00
41.382217,2.11763,57.01,2026-06-01 13:40:25.337000+00:00
41.382219,2.117565,57.071,2026-06-01 13:40:29.336000+00:00
41.382246,2.117507,57.341,2026-06-01 13:40:35.336000+00:00
41.382266,2.11745,57.515,2026-06-01 13:40:40.337000+00:00
41.382259,2.117387,57.409,2026-06-01 13:40:46.336000+00:00
41.382251,2.117317,57.379,2026-06-01 13:40:50.337000+00:00
41.382283,2.117259,57.713,2026-06-01 13:40:54.336000+00:00
41.382328,2.117247,58.164,2026-06-01 13:40:57.336000+00:00
41.382383,2.117234,58.749,2026-06-01 13:41:01.337000+00:00
41.382431,2.117212,59.483,2026-06-01 13:41:05.338000+00:00
41.382476,2.117192,60.11,2026-06-01 13:41:09.337000+00:00
41.382529,2.11717,60.81,2026-06-01 13:41:13.338000+00:00
41.382574,2.11715,61.337,2026-06-01 13:41:16.337000+00:00
41.382626,2.117127,61.93,2026-06-01 13:41:20.339000+00:00
41.382671,2.117109,62.583,2026-06-01 13:41:27.337000+00:00
41.382724,2.117086,63.125,2026-06-01 13:41:33.337000+00:00
41.382787,2.117059,63.717,2026-06-01 13:41:39.337000+00:00
41.38283,2.117039,63.809,2026-06-01 13:41:44.339000+00:00
41.382875,2.117021,63.84,2026-06-01 13:41:48.338000+00:00
41.382922,2.117001,63.994,2026-06-01 13:41:53.338000+00:00
41.382965,2.116983,63.955,2026-06-01 13:41:56.338000+00:00
41.383008,2.116963,64.06,2026-06-01 13:42:00.337000+00:00
41.38304,2.11692,64.414,2026-06-01 13:42:04.338000+00:00
41.38308,2.116888,65.081,2026-06-01 13:42:07.337000+00:00
41.383125,2.116893,65.171,2026-06-01 13:42:12.338000+00:00
41.383175,2.116863,65.828,2026-06-01 13:42:16.338000+00:00
41.383215,2.116833,66.331,2026-06-01 13:42:19.338000+00:00
41.383257,2.11681,66.719,2026-06-01 13:42:22.337000+00:00
41.38331,2.116788,67.109,2026-06-01 13:42:27.337000+00:00
41.38336,2.116766,67.419,2026-06-01 13:42:32.337000+00:00
41.383407,2.116746,67.809,2026-06-01 13:42:35.336000+00:00
41.383465,2.116721,68.253,2026-06-01 13:42:39.342000+00:00
41.383522,2.116696,68.517,2026-06-01 13:42:45.336000+00:00
41.383567,2.116678,68.878,2026-06-01 13:42:48.336000+00:00
41.383614,2.116656,69.173,2026-06-01 13:42:53.336000+00:00
41.383669,2.116633,69.887,2026-06-01 13:42:57.336000+00:00
41.383719,2.116611,70.674,2026-06-01 13:43:02.337000+00:00
41.383771,2.116589,71.554,2026-06-01 13:43:05.337000+00:00
41.383816,2.116567,72.451,2026-06-01 13:43:09.335000+00:00
41.383871,2.116542,73.524,2026-06-01 13:43:12.336000+00:00
41.383823,2.116564,72.515,2026-06-01 13:43:18.337000+00:00
41.383803,2.116509,72.865,2026-06-01 13:43:20.337000+00:00
41.383783,2.116437,73.211,2026-06-01 13:43:22.337000+00:00
41.383763,2.11637,73.309,2026-06-01 13:43:24.336000+00:00
41.383743,2.116293,73.293,2026-06-01 13:43:27.336000+00:00
41.383726,2.116228,73.167,2026-06-01 13:43:31.337000+00:00
41.383709,2.11616,72.918,2026-06-01 13:43:38.337000+00:00
41.383691,2.116093,72.723,2026-06-01 13:43:42.337000+00:00
41.383674,2.116028,72.247,2026-06-01 13:43:46.336000+00:00
41.383659,2.115966,71.974,2026-06-01 13:43:50.337000+00:00
41.383641,2.115899,71.594,2026-06-01 13:43:55.337000+00:00
41.383623,2.115831,71.271,2026-06-01 13:43:58.337000+00:00
41.383383,2.115971,68.564,2026-06-01 13:44:45.336000+00:00
41.383381,2.116046,68.516,2026-06-01 13:44:49.337000+00:00
41.383369,2.116113,68.476,2026-06-01 13:44:53.337000+00:00
41.383387,2.11617,68.513,2026-06-01 13:44:58.337000+00:00
41.383389,2.116232,68.509,2026-06-01 13:45:05.336000+00:00
41.383336,2.116235,68.013,2026-06-01 13:45:18.335000+00:00
41.383263,2.11618,67.927,2026-06-01 13:45:23.338000+00:00
41.383393,2.11621,68.628,2026-06-01 13:45:37.338000+00:00
41.383345,2.116197,68.193,2026-06-01 13:50:57.336000+00:00
41.3834,2.116199,68.627,2026-06-01 13:53:49.338000+00:00
41.383352,2.116226,68.264,2026-06-01 13:54:51.837000+00:00
41.383409,2.116221,68.754,2026-06-01 13:55:53.109000+00:00
41.383389,2.116161,68.611,2026-06-01 13:56:56.100000+00:00
41.383402,2.116091,68.754,2026-06-01 13:58:35.339000+00:00
41.383389,2.116029,68.688,2026-06-01 13:58:40.338000+00:00
41.383514,2.115821,69.924,2026-06-01 13:59:10.337000+00:00
41.383612,2.115773,70.826,2026-06-01 13:59:14.337000+00:00
41.383657,2.115765,71.409,2026-06-01 13:59:17.338000+00:00
41.383697,2.115827,72.25,2026-06-01 13:59:21.337000+00:00
41.383715,2.115899,72.774,2026-06-01 13:59:24.337000+00:00
41.383723,2.115972,73.045,2026-06-01 13:59:30.337000+00:00
41.383741,2.11604,73.64,2026-06-01 13:59:35.338000+00:00
41.383758,2.116105,74.264,2026-06-01 13:59:38.338000+00:00
41.383776,2.116175,74.331,2026-06-01 13:59:44.339000+00:00
41.383791,2.116233,74.481,2026-06-01 13:59:48.336000+00:00
41.383808,2.116295,74.658,2026-06-01 13:59:51.337000+00:00
41.383823,2.116353,74.721,2026-06-01 13:59:56.338000+00:00
41.38384,2.116421,74.527,2026-06-01 14:00:02.338000+00:00
41.383855,2.116479,74.168,2026-06-01 14:00:06.337000+00:00
41.383893,2.116517,74.214,2026-06-01 14:00:12.336000+00:00
41.383936,2.116544,73.909,2026-06-01 14:00:16.336000+00:00
41.383968,2.116597,73.214,2026-06-01 14:00:22.337000+00:00
41.383976,2.11666,72.468,2026-06-01 14:00:26.338000+00:00
41.383996,2.116728,71.829,2026-06-01 14:00:30.337000+00:00
41.384008,2.116805,71.174,2026-06-01 14:00:36.337000+00:00
41.384018,2.11688,70.548,2026-06-01 14:00:39.337000+00:00
41.384033,2.11694,70.175,2026-06-01 14:00:42.336000+00:00
41.384051,2.117012,69.955,2026-06-01 14:00:47.337000+00:00
41.384071,2.117089,69.872,2026-06-01 14:00:53.336000+00:00
41.384086,2.117151,69.715,2026-06-01 14:00:57.335000+00:00
41.384104,2.117216,69.649,2026-06-01 14:01:02.337000+00:00
41.384119,2.117274,69.702,2026-06-01 14:01:07.336000+00:00
41.384174,2.117249,70.022,2026-06-01 14:01:12.338000+00:00
41.384216,2.117222,70.209,2026-06-01 14:01:14.338000+00:00
41.384258,2.11719,70.446,2026-06-01 14:01:16.338000+00:00
41.384306,2.117168,70.67,2026-06-01 14:01:20.337000+00:00
41.384358,2.117165,70.871,2026-06-01 14:01:28.337000+00:00
